1-Name;2-Manufacturer;3-Camera Model;4-Year;5-Camera Type;6-F-number;7-ISO;8-Aperture;9-Exposure;10-MegaPixels;11-RAWsize;12-Focallength;13-Focallength Eq. 35Mm;14-cropFactor;15-Sensor size;16-Sensor Size (mm);17-pixel pitch (um);18-Pixel Density (MP/cm2);19-Sensor Model;20-Demosaicing algorithm;21-USM / DEN order;22-Sharpenning;23-Denoising;24-Resizing;25-ImageSize;26-JPEG Compression
08000.dng;LG;G5 (Sensor #2);2016;Smartphone/Tablet;2.4;50;2.4;1/230;8.3;3840x2160;1.5;13;8.66667;1/3.6";5;1.12;79.7194;Sony IMX268 Exmor RS;Fast;1;USM ON,1.13,218.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,1.12619;1024x640;84
08100.dng;LG;G7 fit (LM-Q850);2018;Smartphone/Tablet;2.2;50;2.2;1/1022;16.1;4640x3480;3.7;28;7.56757;1/3.1";5.82;1.0;100;Sony IMX351 Exmor RS;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,26.00,11.00;RESIZE ON_WITH_CROP,LANCZOS,0.22746;720x640;88
08200.dng;LG;G7 fit (LM-Q850);2018;Smartphone/Tablet;2.2;2150;2.2;1/10;16.1;4640x3480;3.7;28;7.56757;1/3.1";5.82;1.0;100;Sony IMX351 Exmor RS;AMaZE;0;USM ON,0.70,384.00;DENOISE ON,73.00,38.00;RESIZE ON_WITH_CROP,BICUBIC,0.87992;512x720;100
08300.dng;LG;G7 fit (LM-Q850);2018;Smartphone/Tablet;2.2;150;2.2;1/33;16.1;4640x3480;3.7;28;7.56757;1/3.1";5.82;1.0;100;Sony IMX351 Exmor RS;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;1024x720;97
08400.dng;LG;G7 fit (LM-Q850);2018;Smartphone/Tablet;2.2;50;2.2;1/60;16.1;4640x3480;3.7;28;7.56757;1/3.1";5.82;1.0;100;Sony IMX351 Exmor RS;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;512x720;100
08500.dng;LG;G7 fit (LM-Q850);2018;Smartphone/Tablet;2.2;400;2.2;1/14;16.1;4640x3480;3.7;28;7.56757;1/3.1";5.82;1.0;100;Sony IMX351 Exmor RS;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,1.17096;512x640;100
08600.dng;LG;G7 fit (LM-Q850);2018;Smartphone/Tablet;2.2;50;2.2;1/260;16.1;4640x3480;3.7;28;7.56757;1/3.1";5.82;1.0;100;Sony IMX351 Exmor RS;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.18433;512x640;85
08700.dng;LG;G7 fit (LM-Q850);2018;Smartphone/Tablet;2.2;400;2.2;1/25;16.1;4640x3480;3.7;28;7.56757;1/3.1";5.82;1.0;100;Sony IMX351 Exmor RS;AMaZE;1;USM ON,1.43,110.00;DENOISE ON,52.00,41.00;RESIZE ON_WITH_CROP,LANCZOS,0.98433;720x512;89
08800.dng;LG;G7 fit (LM-Q850);2018;Smartphone/Tablet;2.2;50;2.2;1/131;16.1;4640x3480;3.7;28;7.56757;1/3.1";5.82;1.0;100;Sony IMX351 Exmor RS;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;1024x1024;80
08900.dng;LG;G7 fit (LM-Q850);2018;Smartphone/Tablet;2.2;50;2.2;1/50;16.1;4640x3480;3.7;28;7.56757;1/3.1";5.82;1.0;100;Sony IMX351 Exmor RS;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.20737;720x512;99
09000.dng;LG;G7 fit (LM-Q850);2018;Smartphone/Tablet;2.2;50;2.2;1/33;16.1;4640x3480;3.7;28;7.56757;1/3.1";5.82;1.0;100;Sony IMX351 Exmor RS;DCB2;1;USM ON,0.63,205.00;DENOISE ON,29.00,44.00;RESIZE ON_ALONE,LANCZOS,0.22107;512x1024;80
09100.dng;LG;G7 fit (LM-Q850);2018;Smartphone/Tablet;2.2;50;2.2;1/122;16.1;4640x3480;3.7;28;7.56757;1/3.1";5.82;1.0;100;Sony IMX351 Exmor RS;IGV;1;USM ON,0.31,144.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BILINEAR,0.29493;1024x1024;95
09200.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;1.5;50;1.5;1/5248;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};Fast;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.21220;640x640;85
09300.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;2.4;400;2.4;1/4512;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,44.00,38.00;RESIZE ON_ALONE,BILINEAR,0.23873;720x640;100
09400.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;1.5;500;1.5;1/12256;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,8.00,48.00;RESIZE ON_WITH_CROP,BILINEAR,0.85078;1024x512;100
09500.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;2.4;500;2.4;1/4;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};DCB2;1;USM ON,0.66,61.00;DENOISE ON,43.00,9.00;RESIZE ON_WITH_CROP,LANCZOS,0.85064;640x1024;80
09600.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;2.4;500;2.4;1/45;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};DCB2;0;USM ON,1.02,238.00;DENOISE ON,19.00,53.00;RESIZE CROP_ONLY,NONE,0.00000;640x512;80
09700.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;1.5;400;1.5;1/25;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};DCB2;0;USM ON,2.46,458.00;DENOISE ON,37.00,56.00;RESIZE ON_ALONE,BICUBIC,0.21220;640x640;85
09800.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;2.4;500;2.4;1/24000;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};AMaZE;1;USM ON,1.46,179.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.33952;1024x1024;100
09900.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;2.4;200;2.4;1/244;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};DCB2;1;USM ON,1.02,174.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,1.24026;1024x1024;75
10000.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;2.4;500;2.4;1/22;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};Fast;0;USM ON,0.64,221.00;DENOISE ON,17.00,24.00;RESIZE ON_WITH_CROP,BICUBIC,1.10811;720x640;95
10100.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;2.4;400;2.4;1/10;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.33952;512x1024;80
10200.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;2.4;500;2.4;1/7584;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};DCB2;0;USM OFF,0.00,0.00;DENOISE ON,34.00,51.00;RESIZE CROP_ONLY,NONE,0.00000;1024x512;75
10300.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;2.4;50;2.4;1/1344;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,30.00,49.00;RESIZE ON_WITH_CROP,LANCZOS,0.54369;720x640;95
10400.dng;Samsung;Galaxy S9+ (SM-G965F);2018;Smartphone/Tablet;2.4;50;2.4;1/207;12.2;4032x3024;4.3;26;6.04651;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL Plus 2L3 (S5K2L3) {OR IMX345};DCB2;1;USM ON,1.21,154.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;512x640;80
10500.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/1984;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};IGV;0;USM OFF,0.00,0.00;DENOISE ON,38.00,20.00;RESIZE CROP_ONLY,NONE,0.00000;512x720;97
10600.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/411;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};DCB2;1;USM ON,1.01,253.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x720;80
10700.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/334;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};DCB2;0;USM OFF,0.00,0.00;DENOISE ON,64.00,2.00;RESIZE ON_WITH_CROP,BICUBIC,0.76706;512x1024;96
10800.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/546;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};IGV;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x720;89
10900.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/120;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};AMaZE;1;USM ON,0.67,258.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x1024;82
11000.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/175;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};IGV;0;USM OFF,0.00,0.00;DENOISE ON,58.00,1.00;RESIZE CROP_ONLY,NONE,0.00000;640x512;100
11100.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;500;1.7;1/25;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};DCB2;1;USM ON,0.30,115.00;DENOISE ON,74.00,36.00;RESIZE ON_ALONE,LANCZOS,0.33952;1024x640;85
11200.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/1225;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};AMaZE;1;USM ON,1.52,215.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,1.18645;720x640;99
11300.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;64;1.7;1/50;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.82793;512x512;80
11400.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/199;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};AMaZE;1;USM ON,1.03,199.00;DENOISE ON,60.00,30.00;RESIZE ON_WITH_CROP,LANCZOS,1.11048;512x640;93
11500.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/5882;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BILINEAR,0.99347;512x1024;80
11600.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;1250;1.7;1/992;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};AMaZE;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;640x720;70
11700.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/243;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};AMaZE;0;USM ON,1.16,211.00;DENOISE ON,57.00,7.00;RESIZE ON_WITH_CROP,BILINEAR,0.46290;640x640;85
11800.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/2762;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};AMaZE;1;USM ON,1.92,248.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,1.06963;720x1024;83
11900.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;200;1.7;1/50;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};IGV;0;USM OFF,0.00,0.00;DENOISE ON,20.00,56.00;RESIZE ON_WITH_CROP,NEAREST,0.85010;512x512;80
12000.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/2778;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BILINEAR,0.21220;640x512;80
12100.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;160;1.7;1/33;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};IGV;0;USM OFF,0.00,0.00;DENOISE ON,39.00,28.00;RESIZE ON_WITH_CROP,LANCZOS,0.98914;512x640;80
12200.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;160;1.7;1/25;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.16976;512x512;95
12300.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/318;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};DCB2;1;USM ON,0.87,231.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.56565;640x720;97
12400.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/531;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};Fast;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,BICUBIC,0.86676;720x640;75
12500.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;50;1.7;1/601;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};DCB2;0;USM ON,0.38,266.00;DENOISE ON,6.00,43.00;RESIZE CROP_ONLY,NONE,0.00000;1024x640;98
12600.dng;Samsung;Galaxy S8 (SM-G950F);2017;Smartphone/Tablet;1.7;100;1.7;1/50;12.2;4032x3024;4.2;26;6.19048;1/2.55";7.06;1.4;51.0204;Samsung ISOCELL 2L2 (S5K2L2) {OR IMX333};DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;640x1024;94
12700.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/4000;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;512x1024;95
12800.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;100;1.8;1/33;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;1;USM ON,0.69,72.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.23973;720x720;80
12900.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/1570;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.87285;1024x640;80
13000.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;40;1.8;1/334;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;1;USM ON,1.71,600.00;DENOISE ON,45.00,40.00;RESIZE ON_WITH_CROP,BICUBIC,1.02183;640x1024;100
13100.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;320;1.8;1/17;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;IGV;1;USM ON,1.24,216.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BILINEAR,0.21220;512x640;96
13200.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/818;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;0;USM ON,0.99,243.00;DENOISE ON,7.00,5.00;RESIZE ON_WITH_CROP,BILINEAR,0.36449;640x512;80
13300.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/2037;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;720x640;98
13400.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/4566;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,96.00,41.00;RESIZE ON_ALONE,BILINEAR,0.33952;720x1024;94
13500.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;32;1.8;1/50;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;1;USM ON,0.95,265.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.50623;720x1024;80
13600.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;32;1.8;1/334;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;1;USM ON,2.16,155.00;DENOISE ON,15.00,49.00;RESIZE CROP_ONLY,NONE,0.00000;512x640;98
13700.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/118;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;IGV;1;USM ON,1.56,47.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,1.23808;512x1024;80
13800.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/125;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;1024x640;95
13900.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;25;1.8;1/6410;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;0;USM ON,2.88,250.00;DENOISE ON,7.00,6.00;RESIZE ON_WITH_CROP,NEAREST,0.54618;512x640;90
14000.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/736;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;0;USM OFF,0.00,0.00;DENOISE ON,66.00,24.00;RESIZE ON_WITH_CROP,LANCZOS,0.37815;1024x720;98
14100.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/56;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.23873;720x720;83
14200.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/1140;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;1;USM ON,1.38,22.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.33952;640x1024;86
14300.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/560;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.45241;1024x720;80
14400.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/1429;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BILINEAR,0.21220;720x640;95
14500.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;250;1.8;1/17;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,LANCZOS,0.95308;512x512;75
14600.dng;Apple;iPad Pro 12.9 (1st Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/433;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;1;USM ON,1.90,338.00;DENOISE OFF,0.00,0.00;RESIZE ON_WITH_CROP,NEAREST,0.74363;1024x640;90
14700.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/674;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;0;USM ON,1.89,264.00;DENOISE ON,22.00,19.00;RESIZE ON_ALONE,BILINEAR,0.17893;720x512;99
14800.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;50;1.8;1/33;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;1;USM ON,0.35,20.00;DENOISE ON,73.00,27.00;RESIZE CROP_ONLY,NONE,0.00000;1024x720;100
14900.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/422;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;AMaZE;1;USM ON,0.37,196.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,BICUBIC,0.23873;720x720;100
15000.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/6849;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;1;USM ON,1.75,409.00;DENOISE OFF,0.00,0.00;RESIZE CROP_ONLY,NONE,0.00000;640x1024;80
15100.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;160;1.8;1/33;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;1;USM ON,1.30,96.00;DENOISE ON,38.00,23.00;RESIZE ON_WITH_CROP,BILINEAR,0.39141;512x1024;100
15200.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;20;1.8;1/870;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;DCB2;1;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.16976;640x512;80
15300.dng;Apple;iPad Pro 12.9 (2nd Generation);2017;Smartphone/Tablet;1.8;64;1.8;1/33;12.2;4032x3024;4.0;28;7;1/3";6;1.22;67.1862;Sony IMX315 Exmor RS;IGV;0;USM OFF,0.00,0.00;DENOISE OFF,0.00,0.00;RESIZE ON_ALONE,LANCZOS,0.17893;720x512;100
